season,week,index,celebrity_name,raw_vote_val,judge_avg_score
1,Week_1,0,0,-0.2015077653562674,6.666666666666667
1,Week_1,1,1,-0.6239686403309948,4.333333333333333
1,Week_1,2,2,0.23333509501551816,6.0
1,Week_1,3,3,-0.029966618484324338,6.666666666666667
1,Week_1,4,4,0.5858717054853066,6.666666666666667
1,Week_1,5,5,0.1393221286942315,6.0
1,Week_2,0,0,-0.33511099217970397,8.666666666666666
1,Week_2,1,1,-0.7071874310923275,5.666666666666667
1,Week_2,2,2,0.37026704674287225,4.666666666666667
1,Week_2,3,3,-0.13496026990680343,8.0
1,Week_2,4,4,-0.07377900601646192,7.0
1,Week_2,5,5,-0.2540766024172193,6.333333333333333
1,Week_3,0,0,-0.7276813769874206,8.0
1,Week_3,1,1,0.31804083581714077,7.0
1,Week_3,2,2,0.3110891885547309,4.333333333333333
1,Week_3,3,3,0.05113873482240934,8.666666666666666
1,Week_3,4,4,0.24573130810696975,7.333333333333333
1,Week_4,0,0,-0.4746643823117457,7.0
1,Week_4,1,1,0.7522353682702313,8.666666666666666
1,Week_4,3,3,-0.1353231037146288,8.333333333333334
1,Week_4,4,4,0.11400879674920038,6.666666666666667
1,Week_5,0,0,0.19371758089692764,9.0
1,Week_5,1,1,-1.1692446364655815,7.833333333333333
1,Week_5,4,4,0.6835705289751819,7.5
1,Week_6,0,0,-0.03778215165018631,9.0
1,Week_6,1,1,-0.7493882255869245,9.166666666666666
2,Week_1,6,6,-0.18593357840475858,7.666666666666667
2,Week_1,7,7,0.9677025266734015,6.666666666666667
2,Week_1,8,8,-0.12720113532853441,6.0
2,Week_1,9,9,-0.5698864769761218,6.333333333333333
2,Week_1,10,10,0.14053888863894962,7.333333333333333
2,Week_1,11,11,0.32471394817745247,7.0
2,Week_1,12,12,-0.23107826135134538,7.666666666666667
2,Week_1,13,13,-0.24256256171586377,4.0
2,Week_1,14,14,0.48665505377515544,8.0
2,Week_1,15,15,0.3309663001453349,4.333333333333333
2,Week_2,6,6,-0.0572476532186394,5.666666666666667
2,Week_2,7,7,-0.07805129509460534,7.333333333333333
2,Week_2,8,8,-0.024601609596473964,7.333333333333333
2,Week_2,9,9,-0.21106324364129903,6.666666666666667
2,Week_2,10,10,0.23788707360274677,9.666666666666666
2,Week_2,11,11,0.20619391150925814,7.666666666666667
2,Week_2,12,12,0.5820199725285753,8.0
2,Week_2,13,13,-0.5018834747201523,5.333333333333333
2,Week_2,14,14,0.3795193025452017,9.0
2,Week_3,7,7,0.5727758658381543,8.666666666666666
2,Week_3,8,8,-0.2918195850603531,7.333333333333333
2,Week_3,9,9,0.013296681821965826,8.333333333333334
2,Week_3,10,10,0.4026356029852798,9.0
2,Week_3,11,11,0.06392624039503028,6.333333333333333
2,Week_3,12,12,-0.17598565865331384,7.333333333333333
2,Week_3,13,13,-0.4251526182620972,4.666666666666667
2,Week_3,14,14,-1.0214989566756172,9.0
2,Week_4,7,7,0.16227474996574004,8.333333333333334
2,Week_4,8,8,-0.9352264285043951,7.0
2,Week_4,9,9,0.13056313739203923,8.666666666666666
2,Week_4,10,10,0.8196951834715991,8.666666666666666
