season,week,celebrity_name,v_predicted_share,judge_avg_score,mu_base,sigma,sampled_val
1,Week_1,John O'Hurley,0.11845795122605826,6.666666666666667,-0.05674420774061193,0.33027607567143924,-0.19933050642384179
1,Week_1,Kelly Monaco,0.07710157481242311,4.333333333333333,-0.09380355519777345,0.3840701407796422,-0.6287648561101806
1,Week_1,Evander Holyfield,0.19098302997148459,6.0,0.1292751882944629,0.478289007843001,0.2782960137290244
1,Week_1,Rachel Hunter,0.1409071254220969,6.666666666666667,-0.02144332226861033,0.3282425993018172,-0.025787573653263188
1,Week_1,Joey McIntyre,0.2993089930336052,6.666666666666667,0.00511816826807391,0.49835543899855284,0.7275878992418188
1,Week_1,Trista Sutter,0.1732413255343319,6.0,0.05452785391315635,0.42350492039123494,0.18079700569708446
1,Week_2,John O'Hurley,0.13291708867021215,8.666666666666666,-0.05674420774061193,0.33027607567143924,-0.33083901286956163
1,Week_2,Kelly Monaco,0.09126105798828132,5.666666666666667,-0.09380355519777345,0.3840701407796422,-0.7068403846900688
1,Week_2,Evander Holyfield,0.28237622019302766,4.666666666666667,0.1292751882944629,0.478289007843001,0.4226757427144412
1,Week_2,Rachel Hunter,0.1631830091426709,8.0,-0.02144332226861033,0.3282425993018172,-0.12569222677905237
1,Week_2,Joey McIntyre,0.17925441097793027,7.0,0.00511816826807391,0.49835543899855284,-0.03175846610067374
1,Week_2,Trista Sutter,0.1510082130278777,6.333333333333333,0.05452785391315635,0.42350492039123494,-0.20323032699488097
1,Week_3,John O'Hurley,0.08616748860687529,8.0,-0.05674420774061193,0.33027607567143924,-0.7172544177093801
1,Week_3,Kelly Monaco,0.2278236665248737,7.0,-0.09380355519777345,0.3840701407796422,0.25502457539526757
1,Week_3,Evander Holyfield,0.25311059859507873,4.333333333333333,0.1292751882944629,0.478289007843001,0.3602791799008661
1,Week_3,Rachel Hunter,0.18584890391888892,8.666666666666666,-0.02144332226861033,0.3282425993018172,0.0513866371582964
1,Week_3,Joey McIntyre,0.24704934235428333,7.333333333333333,0.00511816826807391,0.49835543899855284,0.33604072139162294
1,Week_4,John O'Hurley,0.13466144779684622,7.0,-0.05674420774061193,0.33027607567143924,-0.4682043920003769
1,Week_4,Kelly Monaco,0.41711098338283975,8.666666666666666,-0.09380355519777345,0.3840701407796422,0.6623841070303256
1,Week_4,Rachel Hunter,0.18960268523915877,8.333333333333334,-0.02144332226861033,0.3282425993018172,-0.12603747418422395
1,Week_4,Joey McIntyre,0.2586248835811554,6.666666666666667,0.00511816826807391,0.49835543899855284,0.18441045936159525
1,Week_5,John O'Hurley,0.31439756122119955,9.0,-0.05674420774061193,0.33027607567143924,0.18969823360755295
1,Week_5,Kelly Monaco,0.08314778012679379,7.833333333333333,-0.09380355519777345,0.3840701407796422,-1.1403405619171685
1,Week_5,Joey McIntyre,0.6024546586520066,7.5,0.00511816826807391,0.49835543899855284,0.8400523371962311
1,Week_6,John O'Hurley,0.670016813849762,9.0,-0.05674420774061193,0.33027607567143924,-0.03817189194029846
1,Week_6,Kelly Monaco,0.32998318615023803,9.166666666666666,-0.09380355519777345,0.3840701407796422,-0.7464329972059889
2,Week_1,Tatum O'Neal,0.06829971791592412,7.666666666666667,-0.07105329109133168,0.3495942701430468,-0.19738166008300784
2,Week_1,Tia Carrere,0.20419787240082127,6.666666666666667,-0.07657044086316994,0.35694573661700096,0.8978021899065349
2,Week_1,George Hamilton,0.07534710228361945,6.0,-0.028972247336967356,0.29394964368732024,-0.09918182899743899
2,Week_1,Lisa Rinna,0.047108968362051876,6.333333333333333,-0.07110900922778604,0.3495290933026515,-0.5688239025965196
2,Week_1,Stacy Keibler,0.08323577034774715,7.333333333333333,0.08395264033130906,0.5067435093336405,0.00038989092021675387
2,Week_1,Jerry Rice,0.11310854810319222,7.0,0.12669966574601707,0.46801744571796267,0.30706066373504914
2,Week_1,Giselle Fernandez,0.07052253797671444,7.666666666666667,0.07551631777452814,0.388272936481453,-0.16535495023490923
2,Week_1,Master P,0.0626428252937537,4.0,0.003619174821160316,0.47676537007427255,-0.283838142243655
2,Week_1,Drew Lachey,0.15167575625439095,8.0,-0.0004375033229007466,0.5087695509885239,0.6004577632577558
2,Week_1,Kenny Mayne,0.12386090106178485,4.333333333333333,0.07892025157031338,0.38257220218522064,0.3978718737473743
2,Week_2,Tatum O'Neal,0.09256780344105814,5.666666666666667,-0.07105329109133168,0.3495942701430468,-0.0731066729946754
2,Week_2,Tia Carrere,0.09000207324471914,7.333333333333333,-0.07657044086316994,0.35694573661700096,-0.10121535304853593
2,Week_2,George Hamilton,0.10099757196416127,7.333333333333333,-0.028972247336967356,0.29394964368732024,0.014048417427585703
2,Week_2,Lisa Rinna,0.07971503462923069,6.666666666666667,-0.07110900922778604,0.3495290933026515,-0.22258985089369615
2,Week_2,Stacy Keibler,0.1077559304834999,9.666666666666666,0.08395264033130906,0.5067435093336405,0.07882070759336338
2,Week_2,Jerry Rice,0.1204987590513891,7.666666666666667,0.12669966574601707,0.46801744571796267,0.1905913953830504
2,Week_2,Giselle Fernandez,0.19055687106865532,8.0,0.07551631777452814,0.388272936481453,0.6489026266413687
2,Week_2,Master P,0.0573131329362336,5.333333333333333,0.003619174821160316,0.47676537007427255,-0.5525182656118013
2,Week_2,Drew Lachey,0.16059282318105284,9.0,-0.0004375033229007466,0.5087695509885239,0.47782405380808923
2,Week_3,Tia Carrere,0.22252434492430312,8.666666666666666,-0.07657044086316994,0.35694573661700096,0.5205253833173404
2,Week_3,George Hamilton,0.09984850782049255,7.333333333333333,-0.028972247336967356,0.29394964368732024,-0.28085701215488684
2,Week_3,Lisa Rinna,0.1314214870305831,8.333333333333334,-0.07110900922778604,0.3495290933026515,-0.006101511186873368
2,Week_3,Stacy Keibler,0.16337779803710373,9.0,0.08395264033130906,0.5067435093336405,0.21155417057448914
2,Week_3,Jerry Rice,0.13911438784291752,6.333333333333333,0.12669966574601707,0.46801744571796267,0.05078540113411738
2,Week_3,Giselle Fernandez,0.11843062345528801,7.333333333333333,0.07551631777452814,0.388272936481453,-0.11018379463831307
2,Week_3,Master P,0.08239238597455106,4.666666666666667,0.003619174821160316,0.47676537007427255,-0.4730180982691358
2,Week_3,Drew Lachey,0.042890464914761034,9.0,-0.0004375033229007466,0.5087695509885239,-1.12586158952296
2,Week_4,Tia Carrere,0.1457491099528798,8.333333333333334,-0.07657044086316994,0.35694573661700096,0.12837016702959023
2,Week_4,George Hamilton,0.047588298721330226,7.0,-0.028972247336967356,0.29394964368732024,-0.9909296456773138
2,Week_4,Lisa Rinna,0.14267470450008826,8.666666666666666,-0.07110900922778604,0.3495290933026515,0.10705069376795381
2,Week_4,Stacy Keibler,0.22164664371653373,8.666666666666666,0.08395264033130906,0.5067435093336405,0.5475678672968944
2,Week_4,Jerry Rice,0.08972815763888156,8.0,0.12669966574601707,0.46801744571796267,-0.3567319226893325
2,Week_4,Master P,0.16825430553531337,2.6666666666666665,0.003619174821160316,0.47676537007427255,0.2719600067907032
2,Week_4,Drew Lachey,0.18435877993497313,9.333333333333334,-0.0004375033229007466,0.5087695509885239,0.36336719847758103
2,Week_5,Tia Carrere,0.20450511978490254,7.333333333333333,-0.07657044086316994,0.35694573661700096,0.17907505555230413
2,Week_5,George Hamilton,0.14574829856194993,8.0,-0.028972247336967356,0.29394964368732024,-0.15963680375214087
2,Week_5,Lisa Rinna,0.17998143096341143,8.333333333333334,-0.07110900922778604,0.3495290933026515,0.05133572901417345
2,Week_5,Stacy Keibler,0.20604188265987888,10.0,0.08395264033130906,0.5067435093336405,0.18656150676686012
2,Week_5,Jerry Rice,0.13298668902278796,7.666666666666667,0.12669966574601707,0.46801744571796267,-0.25126891456242795
2,Week_5,Drew Lachey,0.13073657900706917,9.0,-0.0004375033229007466,0.5087695509885239,-0.268333503781057
2,Week_6,George Hamilton,0.2182445935397888,7.666666666666667,-0.028972247336967356,0.29394964368732024,0.16188692301287783
2,Week_6,Lisa Rinna,0.14313699153694445,9.0,-0.07110900922778604,0.3495290933026515,-0.259927345068824
2,Week_6,Stacy Keibler,0.2536718334455771,10.0,0.08395264033130906,0.5067435093336405,0.3123119378336403
2,Week_6,Jerry Rice,0.22024849459922097,7.666666666666667,0.12669966574601707,0.46801744571796267,0.1710269302972075
2,Week_6,Drew Lachey,0.16469808687846868,10.0,-0.0004375033229007466,0.5087695509885239,-0.11961547821135837
2,Week_7,Lisa Rinna,0.21382751325530733,8.833333333333334,-0.07110900922778604,0.3495290933026515,-0.031054931191382855
2,Week_7,Stacy Keibler,0.2851635630004413,9.166666666666666,0.08395264033130906,0.5067435093336405,0.25683831252813144
2,Week_7,Jerry Rice,0.2589898359373787,6.833333333333333,0.12669966574601707,0.46801744571796267,0.16056420905988714
2,Week_7,Drew Lachey,0.24201908780687256,9.166666666666666,-0.0004375033229007466,0.5087695509885239,0.09279198989662862
2,Week_8,Stacy Keibler,0.4161962567338841,9.5555,0.08395264033130906,0.5067435093336405,0.4347125318469878
2,Week_8,Jerry Rice,0.2832793019544233,8.888866666666667,0.12669966574601707,0.46801744571796267,0.04998895548625944
2,Week_8,Drew Lachey,0.30052444131169254,9.6666,-0.0004375033229007466,0.5087695509885239,0.10908469798731224
3,Week_1,Harry Hamlin,0.06524044433361632,5.666666666666667,-0.049854619260072196,0.32073655661434186,-0.11040947117100745
