index,season,week,Judge_Share,is_eliminated,Estimated_Fan_Share,Certainty_Sigma,Combined_Score
16,3,1,0.080188679245283,0,0.09090775966236249,0.6931471805599453,0.17109643890764548
17,3,1,0.1037735849056603,0,0.09121386132296402,0.6931471805599453,0.19498744622862432
18,3,1,0.0896226415094339,0,0.09163812155659631,0.6931471805599453,0.18126076306603023
19,3,1,0.0990566037735849,0,0.09177539244908679,0.6931471805599453,0.1908319962226717
20,3,1,0.1226415094339622,0,0.09131188607488358,0.6931471805599453,0.2139533955088458
21,3,1,0.1132075471698113,0,0.09367775895905187,0.6931471805599453,0.20688530612886316
22,3,1,0.0849056603773584,0,0.08184646730864155,0.6931471805599453,0.16675212768599995
23,3,1,0.1037735849056603,0,0.09134575283421408,0.6931471805599453,0.1951193377398744
24,3,1,0.070754716981132,0,0.09106398834774689,0.6931471805599453,0.16181870532887888
25,3,1,0.0754716981132075,0,0.09217424786766863,0.6931471805599453,0.16764594598087612
26,3,1,0.0566037735849056,1,0.09304476361678377,0.6931471805599453,0.14964853720168936
16,3,2,0.0913043478260869,0,0.10023400937061373,0.6931471805599453,0.19153835719670065
17,3,2,0.1043478260869565,0,0.10057151407682416,0.6931471805599453,0.20491934016378066
18,3,2,0.1130434782608695,0,0.10103929927350506,0.6931471805599453,0.21408277753437455
19,3,2,0.1260869565217391,0,0.10119065282104936,0.6931471805599453,0.22727760934278846
20,3,2,0.0913043478260869,0,0.10067959521246043,0.6931471805599453,0.19198394303854732
21,3,2,0.1043478260869565,0,0.10328818358513799,0.6931471805599453,0.2076360096720945
22,3,2,0.0956521739130434,1,0.09024311677721977,0.6931471805599453,0.18589529069026317
23,3,2,0.0999999999999999,0,0.10071693637106661,0.6931471805599453,0.20071693637106652
24,3,2,0.0913043478260869,0,0.1004062655957472,0.6931471805599453,0.1917106134218341
25,3,2,0.0826086956521739,0,0.10163042691637562,0.6931471805599453,0.18423912256854952
16,3,3,0.1062801932367149,1,0.11017669799379638,0.6931471805599453,0.2164568912305113
17,3,3,0.1304347826086956,0,0.1105476813987417,0.6931471805599453,0.24098246400743728
18,3,3,0.1304347826086956,0,0.11106186843629814,0.6931471805599453,0.24149665104499374
19,3,3,0.1062801932367149,0,0.11122823546284719,0.6931471805599453,0.2175084286995621
20,3,3,0.1062801932367149,0,0.11066648361681715,0.6931471805599453,0.21694667685353206
21,3,3,0.0917874396135265,0,0.11353383029017973,0.6931471805599453,0.20532126990370625
